Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,o-Xylol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe BTEX,Benzinzusatzstoffe,ng/L,120,NA,,3000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,TAME,Benzinzusatzstoffe,ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Toluol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,17-α-Ethinylestradiol,Endokrin wirksame Stoffe,ng/L,0.03,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,17-β-Estradiol,Endokrin wirksame Stoffe,ng/L,0.03,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Androstendion,Endokrin wirksame Stoffe,ng/L,0.05,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Bisphenol A,Endokrin wirksame Stoffe,ng/L,5,NA,,2500
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Equilin,Endokrin wirksame Stoffe,ng/L,0.1,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Estron,Endokrin wirksame Stoffe,ng/L,0.03,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Norethisteron,Endokrin wirksame Stoffe,ng/L,0.1,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Testosteron,Endokrin wirksame Stoffe,ng/L,0.03,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,4-Dioxan","Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50,NA,,6000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,3000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,25,,20000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280,1847,,10000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,2000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,500
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Aluminium,Metalle und weitere Elemente,µg/L,5,27,,200
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.1,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Natrium,Metalle und weitere Elemente,mg/L,0.7,6.5,,200
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-2.3,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.39,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,freie Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,5.7,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Gesamthärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.73,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Hydrogenkarbonat,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,,3.15,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Karbonathärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.15,1.57,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Kohlensäure im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,8,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Leitfähigkeit bei 20 °C,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",µS/cm,28,318,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Magnesiumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.09,0.34,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,pH,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.85,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,pH im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.7,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Sättigungsindex,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,0.15,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,DOC (organischer Kohlenstoff gelöst),Summenparameter,mg/L,0.09,0.59,2,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,UV-Extinktion 254 nm,Summenparameter,Ext./m,0.1,0.9,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Bromdichlormethan,Trihalomethane (THM),ng/L,20,359,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Bromoform,Trihalomethane (THM),ng/L,50,NA,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Chloroform,Trihalomethane (THM),ng/L,20,1357,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Dibromchlormethan,Trihalomethane (THM),ng/L,20,106,,
2023-03-15,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe THM,Trihalomethane (THM),ng/L,80,1821,,50000
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.3,,
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,146,,300
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.7,,
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,6,,300
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,5.9,,
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,,300
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,5.9,,
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,9,,300
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,12.6,,
2023-03-17,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-03-17,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-17,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.6,,
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,113,,300
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.9,,
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,,300
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,6.1,,
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,6.1,,
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,,300
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,12.6,,
2023-03-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,,300
2023-03-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-23,"Seewasserwerk Moos, Langsamfiltrat",W0108,Copepoda,Biologische Parameter,Anzahl/m³,1,13,,
2023-03-23,"Seewasserwerk Moos, Langsamfiltrat",W0108,Nauplii,Biologische Parameter,Anzahl/m³,1,9,,
2023-03-23,"Seewasserwerk Moos, Langsamfiltrat",W0108,Nematoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Seewasserwerk Moos, Langsamfiltrat",W0108,Phyllopoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Seewasserwerk Moos, Langsamfiltrat",W0108,Total Wirbellose,Biologische Parameter,Anzahl/m³,1,23,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Copepoda,Biologische Parameter,Anzahl/m³,1,3,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Nauplii,Biologische Parameter,Anzahl/m³,1,6,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Nematoda,Biologische Parameter,Anzahl/m³,1,1,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Phyllopoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Total Wirbellose,Biologische Parameter,Anzahl/m³,1,10,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Copepoda,Biologische Parameter,Anzahl/m³,1,3,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Nauplii,Biologische Parameter,Anzahl/m³,1,4,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Nematoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phyllopoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Total Wirbellose,Biologische Parameter,Anzahl/m³,1,8,,
2023-03-23,"Grundwasserwerk Hardhof, Reinwasser",W0305,Copepoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nauplii,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nematoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phyllopoda,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-23,"Grundwasserwerk Hardhof, Reinwasser",W0305,Total Wirbellose,Biologische Parameter,Anzahl/m³,1,NA,,
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.3,,
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,,300
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8,,
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,13,,300
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,6.2,,
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,,300
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,6.2,,
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,10,,300
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,12.5,,
2023-03-24,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,,300
2023-03-24,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-24,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.5,,
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,88,,300
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8,,
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,6.1,,
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,,300
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,6.1,,
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,12.9,,
2023-03-27,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-03-27,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-27,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.9,,
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,18,,300
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.7,,
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,6.9,,
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,,300
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,6.9,,
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,,300
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,12.2,,
2023-03-31,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,,300
2023-03-31,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-03-31,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.2,,
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,100,,300
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.5,,
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,5.9,,
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,5.9,,
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,12.1,,
2023-04-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,,300
2023-04-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.7,,
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,124,,300
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.4,,
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,11,,300
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-11,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-04-11,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Chlorophyta,Biologische Parameter,µg/L,1,NA,,
2023-04-11,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Chrysophyta,Biologische Parameter,µg/L,1,NA,,
2023-04-11,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Crypto-/Dinogruppe,Biologische Parameter,µg/L,1,NA,,
2023-04-11,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Cyanobakterien,Biologische Parameter,µg/L,1,NA,,
2023-04-11,"Seewasserwerk Lengg, Langsamfiltrat",W0207,Euglenophyta,Biologische Parameter,µg/L,1,NA,,
