Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert,CleanedName,lat,lon
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/02,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/02,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/02,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/02,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,34589.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.5,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/03,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/03,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,38889.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.5,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,12.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/04,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Moos, Reinwasser",W0115/04,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,32694.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/01,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/01,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/01,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/01,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/01,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,55611.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/02,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/02,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/02,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/02,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/02,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,35022.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,5.9,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/03,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/03,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,53750.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,5.9,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/04,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Seewasserwerk Lengg, Reinwasser",W0215/04,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,49089.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-10,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,13.7,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-10,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-10,"Grundwasserwerk Hardhof, Reinwasser",W0305,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-10,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-10,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-10,"Grundwasserwerk Hardhof, Reinwasser",W0305,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,4683.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,7.5,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,13.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,7.5,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,5.9,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,6.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFEtS (Perfluorethansulfonsäure),(Ultra)kurzkettige PFAS,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFPrA (Perfluorpropansäure),(Ultra)kurzkettige PFAS,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFPrS (Perfluorpropansulfonsäure),(Ultra)kurzkettige PFAS,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,TFA (Trifluoressigsäure),(Ultra)kurzkettige PFAS,ng/L,100.0,357.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,TFMS (Trifluormethansulfonsäure),(Ultra)kurzkettige PFAS,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ammonium,Allgemeine chemische Parameter,µg/L,3.0,10.0,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bromid,Allgemeine chemische Parameter,µg/L,2.0,13.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorat,Allgemeine chemische Parameter,mg/L,0.006,0.032,,0.2,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorid,Allgemeine chemische Parameter,mg/L,0.2,9.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorit,Allgemeine chemische Parameter,mg/L,0.006,0.012,,0.2,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fluorid,Allgemeine chemische Parameter,mg/L,0.003,0.076,,1.5,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kieselsäure als Siliziumdioxid,Allgemeine chemische Parameter,mg/L,0.2,3.6,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nitrat,Allgemeine chemische Parameter,mg/L,0.2,3.6,,40.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nitrit,Allgemeine chemische Parameter,µg/L,1.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phosphat-Phosphor,Allgemeine chemische Parameter,µg/L,2.0,6.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sauerstoff,Allgemeine chemische Parameter,mg/L,0.2,9.51,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sauerstoffsättigung,Allgemeine chemische Parameter,%,,97.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sulfat,Allgemeine chemische Parameter,mg/L,0.2,14.9,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,13.8,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"10,11-Dihydroxy-10,11-dihydrocarbamazepin",Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Acetylsulfamethoxazol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Amisulprid,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Anhydroerythromycin,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Atenolol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Azithromycin,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bezafibrat,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Candesartan,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Carbamazepin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"Carbamazepin-10,11-epoxid",Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Citalopram,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Clarithromycin,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Clofibrinsäure,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Diazepam,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Erythromycin,Arzneimittelrückstände und Metaboliten,ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fenofibrat,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fenoprofen,Arzneimittelrückstände und Metaboliten,ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Gabapentin,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Gemfibrozil,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Hydrochlorthiazid,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ibuprofen,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Indomethacin,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Irbesartan,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ketoprofen,Arzneimittelrückstände und Metaboliten,ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Lamotrigin,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Meclofenaminsäure,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metoprolol,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Naproxen,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Oxypurinol,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Paracetamol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Pentoxifyllin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phenazon,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Propyphenazon,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sotalol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sulfamethoxazol,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,T2954 Zwischenprodukt,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tramadol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Triclosan,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Trimethoprim,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Valsartan,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Venlafaxin,Arzneimittelrückstände und Metaboliten,ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Benzol,Benzinzusatzstoffe,ng/L,20.0,,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,ETBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ethylbenzol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,m/p-Xylol,Benzinzusatzstoffe,ng/L,40.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,MTBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,o-Xylol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe BTEX,Benzinzusatzstoffe,ng/L,120.0,,,3000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,TAME,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Toluol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chrysophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Crypto-/Dinogruppe,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cyanobakterien,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Euglenophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin LR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin LR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
